Systematic Name,Standard Name,Sgd Alias,Description,gene_link
YHR182W,RGD3, ,"GTPase activating protein (GAP) for Rho3p, involved in cell polarity green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress",<a href='https://www.yeastgenome.org/locus/YHR182W' target='_blank'>YHR182W</a>
YHR183W,GND1,phosphogluconate dehydrogenase (decarboxylating) GND1,"6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone and adaptation to oxidative stress; GND1 has a paralog, GND2, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YHR183W' target='_blank'>YHR183W</a>
YHR184W,SSP1,SPO3,Protein involved in the control of meiotic nuclear division; involved in the coordination of meiosis with spore formation; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; required for assembly of the leading edge coat and both prospore membrane shaping and organization; transcription is induced midway through meiosis,<a href='https://www.yeastgenome.org/locus/YHR184W' target='_blank'>YHR184W</a>
YHR185C,PFS1,ADY1,Sporulation protein required for prospore membrane formation; required for prospore membrane formation at selected spindle poles; ensures functionality of all four spindle pole bodies during meiosis II; not required for meiotic recombination or meiotic chromosome segregation,<a href='https://www.yeastgenome.org/locus/YHR185C' target='_blank'>YHR185C</a>
YHR186C,KOG1,LAS24|ubiquitin-binding TORC1 subunit KOG1,"Subunit of TORC1; TORC1 is a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p, Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors",<a href='https://www.yeastgenome.org/locus/YHR186C' target='_blank'>YHR186C</a>
YHR187W,IKI1,Elongator subunit IKI1|ELP5|HAP2|TOT5,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; iki1 mutations confer resistance to the K. lactis toxin zymocin,<a href='https://www.yeastgenome.org/locus/YHR187W' target='_blank'>YHR187W</a>
YHR188C,GPI16,GPI-anchor transamidase subunit GPI16,"Subunit of the glycosylphosphatidylinositol transamidase complex; involved in the addition of GPIs to newly synthesized proteins; luminally-oriented, type I integral membrane glycoprotein of the ER; human PIG-T homolog",<a href='https://www.yeastgenome.org/locus/YHR188C' target='_blank'>YHR188C</a>
YHR189W,PTH1,aminoacyl-tRNA hydrolase|PTH,"One of two mitochondrially-localized peptidyl-tRNA hydrolases; dispensable for respiratory growth on rich medium, but required for respiratory growth on minimal medium; see also PTH2",<a href='https://www.yeastgenome.org/locus/YHR189W' target='_blank'>YHR189W</a>
YHR190W,ERG9,bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase,Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway,<a href='https://www.yeastgenome.org/locus/YHR190W' target='_blank'>YHR190W</a>
YHR191C,CTF8, ,Subunit of a complex with Ctf18p; shares some subunits with Replication Factor C; required for sister chromatid cohesion,<a href='https://www.yeastgenome.org/locus/YHR191C' target='_blank'>YHR191C</a>
YHR192W,LNP1, ,Lunapark family member involved in ER network formation; regulates the ER asymmetry-induced inheritance block during ER stress; localizes to ER junctions and this localization is regulated by the yeast atlastin ortholog Sey1p; required for reticulophagy where it is proposed to stabilize the actin-dependent remodeling of the ER; interacts with the reticulon protein Rtn1p; induced in response to the DNA-damaging agent MMS,<a href='https://www.yeastgenome.org/locus/YHR192W' target='_blank'>YHR192W</a>
YHR193C,EGD2, ,Alpha subunit of the nascent polypeptide-associated complex (NAC); involved in protein sorting and translocation; associated with cytoplasmic ribosomes,<a href='https://www.yeastgenome.org/locus/YHR193C' target='_blank'>YHR193C</a>
YHR193C-A, , ,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified ORF MDM31/YHR194W",<a href='https://www.yeastgenome.org/locus/YHR193C-A' target='_blank'>YHR193C-A</a>
YHR194W,MDM31, ,"Mitochondrial protein that may have a role in phospholipid metabolism; inner membrane protein with similarity to Mdm32p; required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MMM2, MDM10, MDM12, and MDM34",<a href='https://www.yeastgenome.org/locus/YHR194W' target='_blank'>YHR194W</a>
YHR195W,NVJ1,VAB36,"Nuclear envelope protein; anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)",<a href='https://www.yeastgenome.org/locus/YHR195W' target='_blank'>YHR195W</a>
YHR196W,UTP9, ,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA,<a href='https://www.yeastgenome.org/locus/YHR196W' target='_blank'>YHR196W</a>
YHR197W,RIX1,IPI2,Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene,<a href='https://www.yeastgenome.org/locus/YHR197W' target='_blank'>YHR197W</a>
YHR198C,AIM18,FMP22,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss",<a href='https://www.yeastgenome.org/locus/YHR198C' target='_blank'>YHR198C</a>
YHR199C,AIM46,FMP34,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss",<a href='https://www.yeastgenome.org/locus/YHR199C' target='_blank'>YHR199C</a>
YHR199C-A,NBL1,MCL1,"Subunit of the conserved chromosomal passenger complex (CPC); complex regulates mitotic chromosome segregation; not required for the kinase activity of the complex; mediates the interaction of Sli15p and Bir1p; other complex members are Ipl1p, Sli15p, and Bir1p",<a href='https://www.yeastgenome.org/locus/YHR199C-A' target='_blank'>YHR199C-A</a>
YHR200W,RPN10,MCB1|proteasome regulatory particle base subunit RPN10|SUN1,Proteasome polyubiquitin receptor; non-ATPase subunit of the 19S regulatory particle (RP) of the 26S proteasome that links the RP base to the lid; N-terminus plays a role in the assembly of the regulatory particle (RP); ubiquitin-interacting motif selectively binds to polyubiquitin chains; homolog of the mammalian S5a protein,<a href='https://www.yeastgenome.org/locus/YHR200W' target='_blank'>YHR200W</a>
YHR201C,PPX1,exopolyphosphatase,"Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix",<a href='https://www.yeastgenome.org/locus/YHR201C' target='_blank'>YHR201C</a>
YHR202W, , ,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole, while HA-tagged protein is found in the soluble fraction, suggesting cytoplasmic localization",<a href='https://www.yeastgenome.org/locus/YHR202W' target='_blank'>YHR202W</a>
YHR203C,RPS4B,eS4|ribosomal 40S subunit protein S4B|rp5|S4B|S4e|S7B|YS6,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YHR203C' target='_blank'>YHR203C</a>
YHR204W,MNL1,"alpha-1,2-mannosidase MNL1|HTM1","Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p, and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2, an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant",<a href='https://www.yeastgenome.org/locus/YHR204W' target='_blank'>YHR204W</a>
YHR205W,SCH9,HRM2|KOM1|serine/threonine protein kinase SCH9,"AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis, translation initiation, and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression, cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan",<a href='https://www.yeastgenome.org/locus/YHR205W' target='_blank'>YHR205W</a>
YHR206W,SKN7,BRY1|kinase-regulated stress-responsive transcription factor SKN7|POS9,"Nuclear response regulator and transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; part of a branched two-component signaling system; required for optimal induction of heat-shock genes in response to oxidative stress; involved in osmoregulation; relocalizes to the cytosol in response to hypoxia; SKN7 has a paralog, HMS2, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YHR206W' target='_blank'>YHR206W</a>
YHR207C,SET5,S-adenosylmethionine-dependent methyltransferase,"Methyltransferase involved in methylation of histone H4 Lys5, -8, -12; S-adenosylmethionine-dependent; zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus",<a href='https://www.yeastgenome.org/locus/YHR207C' target='_blank'>YHR207C</a>
YHR208W,BAT1,branched-chain-amino-acid transaminase BAT1|ECA39|TWT1,"Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog, BAT2, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YHR208W' target='_blank'>YHR208W</a>
YHR209W,CRG1,S-adenosylmethionine-dependent methyltransferase,S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin,<a href='https://www.yeastgenome.org/locus/YHR209W' target='_blank'>YHR209W</a>
YHR210C, ,aldose 1-epimerase superfamily protein,Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions,<a href='https://www.yeastgenome.org/locus/YHR210C' target='_blank'>YHR210C</a>
YHR211W,FLO5,flocculin FLO5,"Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO5 has a paralog, FLO1, that arose from a segmental duplication",<a href='https://www.yeastgenome.org/locus/YHR211W' target='_blank'>YHR211W</a>
YHR212C, , ,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YHR212C has a paralog, YAR060C, that arose from a segmental duplication",<a href='https://www.yeastgenome.org/locus/YHR212C' target='_blank'>YHR212C</a>
YHR212W-A, , ,"Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YHR212W-A has a paralog, YAR061W, that arose from a segmental duplication",<a href='https://www.yeastgenome.org/locus/YHR212W-A' target='_blank'>YHR212W-A</a>
YHR213W, , ,"Pseudogenic fragment with similarity to flocculins; YHR213W has a paralog, YAR062W, that arose from a segmental duplication",<a href='https://www.yeastgenome.org/locus/YHR213W' target='_blank'>YHR213W</a>
YHR213W-A, , ,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",<a href='https://www.yeastgenome.org/locus/YHR213W-A' target='_blank'>YHR213W-A</a>
YHR213W-B, , ,"Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YHR213W-B has a paralog, YAR064W, that arose from a segmental duplication",<a href='https://www.yeastgenome.org/locus/YHR213W-B' target='_blank'>YHR213W-B</a>
